sku,nombre,imagen_local,supabase_url
"700818121518","BROCHA SILICON VERDE 8"","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700818121518.jpg",""
"700818121519","BROCHA SILICON ROSA 8"","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700818121519.jpg",""
"700818121521","BROCHA SILICON ROJA 10"","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700818121521.jpg",""
"700818121523","BROCHA SILICON ROSA 10"","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700818121523.jpg",""
"700818121525","BROCHA SILICON NARANJA 10"","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700818121525.jpg",""
"4-2600","BROCHA MGO PLAST 22X3 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2600.jpg",""
"4-2601","BROCHA MGO PLAST 22X5 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2601.jpg",""
"SIL001110","BROCHA SILI 22 cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001110.jpg",""
"SIL001123","BROCHA SILI MGO PLAST TRANSP 21cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001123.jpg",""
"7502012013212","BROCHA SILI MGO METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502012013212.jpg",""
"6957090048396","BROCHA SILI HUOLANG","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6957090048396.jpg",""
"8433801362121","BROCHA 2 PZ NEGRA 21CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8433801362121.jpg",""
"7502012013281","BROCHA CUCHILLO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502012013281.jpg",""
"7504310371124","BROCHA SILICON CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7504310371124.jpg",""
"SIL001277","BROCHA CERDAS SILICON ROSA  21.5CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001277.jpg",""
"SIL001277","BROCHA CERDAS SILICON ROSA  21.5CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001277.jpg",""
"4-2276","CAPACILLO STD PLATEADO METÁLICO 50pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2276.jpg",""
"4-2281","CAPACILLO STD PLATEADO METÁLICO 500pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2281.jpg",""
"4-2279","CAPACILLO STD VERDE METÁLICO 50pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2279.jpg",""
"4-2716","CAPACILLO CHICO ROJO METALICO 50pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2716.jpg",""
"9197","TARTALETA REDONDA ESTAÑADA BAJA NUM 1","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/9197.jpg",""
"13718","TARTALETA REDONDA BAJA ESTAÑADA NUM 2","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/13718.jpg",""
"5-5404","TARTALETA AA DESMONTABLE 8 X 3 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5404.jpg",""
"5-5362","MOLDE AA TARTALETA DESMONTABLE Ø14cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5362.jpg",""
"5-5419","TARTA AA DESMONTABLE 28 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5419.jpg",""
"4-2719","CAPACILLO CHICO METAL VERDE 50pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2719.jpg",""
"2308-3856","JUEGO CORTADOR CORAZON 3 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-3856.jpg",""
"CRT0001","CORTADOR STANDAR METALICO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CRT0001.jpg",""
"CRT0002","CORTADOR GRANDE METALICO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CRT0002.jpg",""
"000697154041050","CORTADOR CONEJO ZANAHORIA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/000697154041050.jpg",""
"2308-1301","CORTADOR CORAZON METAL ROJO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-1301.jpg",""
"PPR000511","POPOTE CUCHARA PAPEL ESPIRAL DORADO 12pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PPR000511.jpg",""
"PPR000498","POPOTE PAPEL VERDE METALICO 12pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PPR000498.jpg",""
"PPR000508","POPOTE PAPEL ROJO METALICO 12pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PPR000508.jpg",""
"PPR000513","POPOTE PAPEL DORADO METALICO 12pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PPR000513.jpg",""
"6941578001751","POPOTE PAPEL 20PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6941578001751.jpg",""
"7506688111845","POPOTE DECORADO 11184","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7506688111845.jpg",""
"666661680638","JGO 4 CUCHARAS MEDIDORAS 80638","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680638.jpg",""
"666661681703","TAZA MEDIDORA AZUL 4PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681703.jpg",""
"666661681466","JUEGO EMBUDO 3PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681466.jpg",""
"666661680640","JUEGO DE CUCHARA Y TAZA 9PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680640.jpg",""
"666661680637","JUEGO CUCHARAS 5PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680637.jpg",""
"666661680707","TAZA MEDIDORA 250ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680707.jpg",""
"666661681578","CUCHARA MEDIDORA 5PZ DOBLE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681578.jpg",""
"666661686369","TAZA MEDIDORA ACRILICO 300ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686369.jpg",""
"666661680636","CUCHARA MEDIDORA 5PZ COLORES","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680636.jpg",""
"666661686370","TAZA MEDIDORA ACRILICO 600ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686370.jpg",""
"666661686371","TAZA MEDIDORA ACRILICO 1L","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686371.jpg",""
"TOL000984","JGO TAZAS MEDIDORAS COLORES 5 pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TOL000984.jpg",""
"OTS000165","JGO CUCHARAS MEDIDORAS PLAST COLORES 5pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/OTS000165.jpg",""
"TOL001102","JGO CUCHARAS MEDIDORAS PLAST COLORES 5pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TOL001102.jpg",""
"700818122221","TAZA MED DE PLAST 250 ml","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700818122221.jpg",""
"700818122222","TAZA MED DE PLAST  500 ml","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700818122222.jpg",""
"700818122223","TAZA MED  DE PLAST  1  LT","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/700818122223.jpg",""
"6987549487940","SET 8 TAZAS MEDIDORAS 87940","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6987549487940.jpg",""
"4-0301","TAZA  MED DE PLAST 1LT","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-0301.jpg",""
"HGH00002","TAZAS MEDIDORA CORAZON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGH00002.jpg",""
"TOL00000088","JGO TAZAS MEDIDORAS MORADO 4 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TOL00000088.jpg",""
"6950671276188","CUCHARA MEDIDORA ACERO 4PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6950671276188.jpg",""
"6950671276188","CUCHARA MEDIDORA ACERO 4PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6950671276188.jpg",""
"7501164889072","RODILLO MADERA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7501164889072.jpg",""
"4-1918","RODILLO DE PVC 22cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-1918.jpg",""
"4-1920","RODILLO DE PVC 40cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-1920.jpg",""
"7503017704235","RODILLO MADERA CHICO VAL023","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503017704235.jpg",""
"666661680868","RODILLO BLANCO 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680868.jpg",""
"666661686367","RODILLO CON AROS RYJ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686367.jpg",""
"70896101938","RODILLO PARA FONDANT 20CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896101938.jpg",""
"4-0067","RODILLO MADERA 25CM ALEGRIA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-0067.jpg",""
"666661680401","RODILLO VOCEN METAL CHICO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680401.jpg",""
"666661686335","RODILLO VOCEN METAL LISO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686335.jpg",""
"666661682404","RODILLO VOCEN METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661682404.jpg",""
"666661680332","RODILLO CON AROS RYJ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680332.jpg",""
"666661680867","RODILLO BLANCO FONDANT 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680867.jpg",""
"8433803101285","RODILLO MINI 23CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8433803101285.jpg",""
"8430801365047","RODILLO DE AMASAR 30.5CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8430801365047.jpg",""
"195158034622","RODILLO CORAZONES","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/195158034622.jpg",""
"8433801371338","RODILLO DE AMASAR 2.8X40CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8433801371338.jpg",""
"8433801371253","RODILLO DE AMASAR 4.5X41CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8433801371253.jpg",""
"8433801371246","RODILLO DE AMASAR 5.0X41CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8433801371246.jpg",""
"8433801365030","RODILLO DE AMASAR 22.8CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8433801365030.jpg",""
"TOL001030","RODILLO AINOX GRADUADO C/AROS PLAST 43cm  0.520","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TOL001030.jpg",""
"7-0051","RODILLO P/CREPA MADERA 17.5X12X4 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7-0051.jpg",""
"6935158086030","MINI RODILLO TEXTURA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6935158086030.jpg",""
"TC6009","ESPATULA Z 13"","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC6009.jpg",""
"TC6052","ESPATULA Z 11"","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC6052.jpg",""
"TC6011","ESPATULA Z 15"","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC6011.jpg",""
"TOL001020","ESPATULA ANGULADA METAL 20 cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TOL001020.jpg",""
"5-5144","JGO ESPATULA/RODILLO P/CREPAS PLAST 2PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5144.jpg",""
"TC1511","ESPATULA SILICON ROJA TIPO PALA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC1511.jpg",""
"TC1512","ESPATULA SILICON AZUL TIPO PALA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC1512.jpg",""
"TC1513","ESPATULA SILICON VERDE TIPO PALA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC1513.jpg",""
"TC1514","ESPATULA SILICON AMARILLA TIPO PALA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC1514.jpg",""
"070896232038","ESPATULA ANGULAR 9"","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896232038.jpg",""
"TC0841","ESPATULA SILICON MORADA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC0841.jpg",""
"TC0842","ESPATULA SILICON AZUL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC0842.jpg",""
"TC0843","ESPATULA SILICON ROSA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC0843.jpg",""
"TC0844","ESPATULA SILICON ROJA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC0844.jpg",""
"TC0845","ESPATULA SILICON AMARILLA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC0845.jpg",""
"8433803400135","ESPATULA SILICON XOF 25.5CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8433803400135.jpg",""
"8433801383836","ESPATULA SILICON XOF 27CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8433801383836.jpg",""
"YHD01","JUEGO ESPATULAS PASTEL 5PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/YHD01.jpg",""
"HGYHD01","ESPATULA PASTEL 1PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGYHD01.jpg",""
"666661681904","JUEGO ESPATULAS PASTEL 5PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681904.jpg",""
"666661680388","ESPATULA METAL 15CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680388.jpg",""
"HGCH153","MINI MISERABLES CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGCH153.jpg",""
"666661681044","MINI ESPATULA SILICON VARIOS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681044.jpg",""
"666661681043","ESPATULA SILICON CUCHARA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681043.jpg",""
"666661686323","ESPATULA SILICON LISA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686323.jpg",""
"666661680176","ESPATULA SILICON WEFU","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680176.jpg",""
"666661681610","ESPATULA BLANCA CREPA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681610.jpg",""
"666661681689","ESPATULA SILICON VERDE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681689.jpg",""
