clave1 *,clave2,descripción *,departamento,categoria,(s/n) inventariable,unidad,costo,precio1,(s/n) precio con impuestos,(s/n) imp IVA (8%),(s/n) imp IVA (16%),(s/n) granel,existencia,,
2024016860319,2024016860319,BATIDOR GLOBO  MG-31,Herramientas,Batidor,SI,Pieza,,, $130.00 ,,,,,,52151612
3-0177,7501553301772,SERIE E BATIDOR A/I 20cm,Herramientas,Batidor,SI,Pieza,,, $75.00 ,,,,,,52151612
DA10,DA10,DUYA 10 PUNTO/TALLO/PERLA CH,Decoracion,Duyas,SI,Pieza,,, $20.00 ,,,,,,48101817
8989133042847,8989133042847,DUYA L200,Decoracion,Duyas,SI,Pieza,,, $125.00 ,,,,,,48101817
8989133042810,8989133042810,DUYA 10,Decoracion,Duyas,SI,Pieza,,, $100.00 ,,,,,,48101817
TOL00000014,4897080492582,JGO DECORACION DUYAS RUSAS Y COUPLER 4pz,Decoracion,Duyas,SI,Set,,, $100.00 ,,,,,,48101817
TOL00000013,4897080492575,JGO DECORACION DUYAS RUSAS Y COUPLER 4pz,Decoracion,Duyas,SI,Set,,, $100.00 ,,,,,,48101817
DA00,DA00,DUYA 00 PUNTO/TALLO/LINEA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA000,DA000,DUYA 000 PUNTO/TALLO/LINEA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA0,DA0,DUYA 0 PUNTO/TALLO/LINEA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA2,DA2,DUYA 2 PUNTO/TALLO CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA3,DA3,DUYA 3 PUNTO/TALLO CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA5,DA5,DUYA 5 LINEAS/PUNTOS CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA6,DA6,DUYA 6 LINEA/PUNTO CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA8,DA8,DUYA 8 PUNTO/TALLO  CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA14,DA14,DUYA 14 ESTRELLA ABIERTA/FLOR CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
TIP00000007,TIP00000007,DUYA 16 CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA17,DA17,"DUYA 17 ESTRELLA ABIERTA,FLOR CH",Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA18,DA18,DUYA 18 ESTRELLA ABIERTA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA20,DA20,DUYA 20 ESTRELLA ABIERTA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA21,DA21,DUYA 21 ESTRELLA ABIERTA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA22,DA22,DUYA 22 ESTRELLA ABIERTA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA23,DA23,DUYA 23 ESTRELLA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA24,DA24,DUYA 24 ESTRELLA CERRADA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA30,DA30,DUYA 30 ESTELLA CERRADA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA31,DA31,DUYA 31 ESTRELLA CERRADA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA32,DA32,DUYA 32 ESTRELLA ABIERTA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA33,DA33,DUYA 33 ESTRELLA CERRADA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA43,DA43,DUYA 43 LISTONES CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA44,DA44,DUYA 44 CONCHA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA45,DA45,DUYA 45 CONCHA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA46,DA46,DUYA 46 CANASTA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA48,DA48,DUYA 48 CONCHA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA59,DA59,DUYA 59 PETALO CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA66,DA66,DUYA 66 HOJA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA69,DA69,DUYA 69 HOJA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA70,DA70,DUYA 70 HOJA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA72,DA72,DUYA 72 HOJA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA74,DA74,DUYA 74 HOJA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA80,DA80,DUYA 80 ONDULADA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA81,DA81,DUYA 81 ONDULADA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA82,DA82,DUYA 82 ESPECIAL CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA88,DA88,DUYA 88 ONDULADO CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA103,DA103,DUYA 103 PETALO CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA104,DA104,DUYA 104 PETALO CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA105,DA105,DUYA 105 ESPECIAL CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA106,DA106,DUYA 106 FLOR CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA107,DA107,DUYA 107 FLOR CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA108,DA108,DUYA 108  MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA109,DA109,DUYA 109 FLOR MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA113,DA113,DUYA 113 HOJA MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA115,DA115,DUYA 115 HOJA MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA116,DA116,DUYA 116 PETALO CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA125,DA125,DUYA 125 PETALO MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA129,DA129,DUYA 129 PETALO MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA131,DA131,DUYA 131 ESTR CERR CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA134,DA134,DUYA 134 ESPECIAL CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA136,DA136,DUYA 136 GD,Decoracion,Duyas,SI,Pieza,,, $45.00 ,,,,,,48101817
DA172,DA172,DUYA 172 MD,Decoracion,Duyas,SI,Pieza,,, $45.00 ,,,,,,48101817
TIP00000045,TIP00000045,DUYA 190,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA191,DA191,DUYA 191 FLOR CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA193,DA193,DUYA 193 FLOR CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA195,DA195,DUYA 195 ESPECIAL MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA199,DA199,DUYA 199 ESTRELLA ABIERTA CH,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA233,DA233,DUYA 233 ESTRELLA CERRADA MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA270,DA270,DUYA 270 GLOBO,Decoracion,Duyas,SI,Pieza,,, $62.00 ,,,,,,48101817
DA271,DA271,DUYA 271 GLOBO,Decoracion,Duyas,SI,Pieza,,, $62.00 ,,,,,,48101817
DA272,DA272,DUYA 272 GLOBO,Decoracion,Duyas,SI,Pieza,,, $68.00 ,,,,,,48101817
DA273,DA273,DUYA 273 GLOBO,Decoracion,Duyas,SI,Pieza,,, $68.00 ,,,,,,48101817
DA274,DA274,DUYA 274 GLOBO,Decoracion,Duyas,SI,Pieza,,, $68.00 ,,,,,,48101817
DA275,DA275,DUYA 275 GLOBO,Decoracion,Duyas,SI,Pieza,,, $68.00 ,,,,,,48101817
DA353,DA353,DUYA 353 HOJA MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA806,DA806,DUYA 806 REDONDA MD,Decoracion,Duyas,SI,Pieza,,, $43.00 ,,,,,,48101817
DA807,DA807,DUYA 807/1A REDONDA GD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
DA823,DA823,DUYA 1M/823 ESTRELLA ABIERTA MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA825,DA825,DUYA 825/5ST ESTRELLA ABIERTA MD,Decoracion,Duyas,SI,Pieza,,, $43.00 ,,,,,,48101817
DA826,DA826,DUYA 826/6ST ESTRELLA ABIERTA MD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
DA827,DA827,DUYA 827/7ST ESTRELLA ABIERTA MD,Decoracion,Duyas,SI,Pieza,,, $50.00 ,,,,,,48101817
DA828,DA828,DUYA 828/8ST ESTRELLA ABIERTA MD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
DA829,DA829,DUYA 829/9ST ESTRELLA ABIERTA GD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
DA848,DA848,DUYA 848/CS ESTRELLA ABIERTA MD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
DA852,DA852,DUYA 852/2D FLOR GD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
DA854,DA854,DUYA 854/2C ESTELLA CERRADA MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA855,DA855,DUYA 855 (1B) ESTRELLA GD,Decoracion,Duyas,SI,Pieza,,, $50.00 ,,,,,,48101817
DA856,DA856,DUYA 856/1C FLOR MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA868,DA868,DUYA 868/8FT ESTRELLA MD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
DA869,DA869,DUYA 869/9FT ESTRELLA ABIERTA GD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
DA880,DA880,DUYA 880 SAINT HONORE GD,Decoracion,Duyas,SI,Pieza,,, $45.00 ,,,,,,48101817
DA885,DA885,DUYA 885 FLOR MD,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
DA897,DA897,DUYA 897/1D CONCHA GD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
DA898,DA898,DUYA 898 CONCHA GD,Decoracion,Duyas,SI,Pieza,,, $45.00 ,,,,,,48101817
DA230,DA230,DUYA 230 P/RELLENO GD,Decoracion,Duyas,SI,Pieza,,, $45.00 ,,,,,,48101817
DA789,DA789,DUYA 789 P/GLASS XG,Decoracion,Duyas,SI,Pieza,,, $125.00 ,,,,,,48101817
FN7,FN 7,CLAVO DEL NO. 7,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
FN9,FN 9,CLAVO DEL NO. 9,Decoracion,Duyas,SI,Pieza,,, $24.00 ,,,,,,48101817
DA4,DA4,DUYA 4 PUNTO/TALLO,Decoracion,Duyas,SI,Pieza,,, $25.00 ,,,,,,48101817
DA352,DA352,DUYA 52 HOJA MD,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101817
TOL000856,4895217106883,JGO DECORACION DUYAS BOLSA,Decoracion,Duyas,SI,Pieza,,, $78.00 ,,,,,,48101817
15018,15018,DUYA 1,Decoracion,Duyas,SI,Pieza,,, $30.00 ,,,,,,50192300
138,138,CLAVOS BLANCO CHERRY,Decoracion,Duyas,SI,Pieza,,, $55.00 ,,,,,,48101817
666661680283,666661680283,JUEGO DUYAS 25PZ,Decoracion,Duyas,SI,Pieza,,, $130.00 ,,,,,,48101817
666661680297,666661680297,JUEGO DUYAS 6PZ,Decoracion,Duyas,SI,Pieza,,, $35.00 ,,,,,,48101817
666661680282,666661680282,JUEGO DUYAS 30PZ,Decoracion,Duyas,SI,Pieza,,, $150.00 ,,,,,,48101817
DA3,DA3,DUYA 3 PUNTO/TALLO CH,Decoracion,Duyas,SI,Pieza,,, $22.00 ,,,,,,48101817
DA5,DA5,DUYA 5 LINEA/PUNTO CH,Decoracion,Duyas,SI,Pieza,,, $18.00 ,,,,,,48101817
DA6,DA6,DUYA 6 LINEA/PUNTO CH,Decoracion,Duyas,SI,Pieza,,, $18.00 ,,,,,,48101817
DA23,DA23,DUYA 23 ESTRELLA CH,Decoracion,Duyas,SI,Pieza,,, $18.00 ,,,,,,48101817
138,DTEM138,CLAVO BLANCO CHERRY,Decoracion,Duyas,SI,Pieza,,, $58.00 ,,,,,,52151600
720913,720913,CLAVO 13,Decoracion,Duyas,SI,Pieza,,, $28.00 ,,,,,,52151600
DA102,DA102,DUYA 102 PETALO CH,Decoracion,Duyas,SI,Pieza,,, $18.00 ,,,,,,48101817
ARDYA01,ARDYA01,JGO DUYAS 9PZ,Decoracion,Duyas,SI,Pieza,,, $60.00 ,,,,,,50192300
TOL000966,4895217109822,JGO DECORACION TIJERAS CLAVO DUYAS 10 pz,Decoracion,Duyas,SI,Set,,, $100.00 ,,,,,,48101817
TOL000968,4895217109846,JGO DECORACION TIJERAS ESPATULA DUYA10pz,Decoracion,Duyas,SI,Pieza,,, $110.00 ,,,,,,48101817
DA231,DA231,DUYA 231 RELLENO ,Decoracion,Duyas,SI,Pieza,,, $45.00 ,,,,,,48101817
TOL00000006,4897080495507,JGO DECORACION TIJERAS ESPATULA DUYA 10pz,Decoracion,Duyas,SI,Pieza,,, $110.00 ,,,,,,48101817
DW2,DW2,DUYA 2 WILTON PUNTO CH,Decoracion,Duyas,SI,Pieza,,, $40.00 ,,,,,,48101800
TOL000855,4895217106876,JGO DECORACION 7 DUYAS 1 ACOPLADOR,Decoracion,Duyas,SI,Set,,, $63.00 ,,,,,,48101817
70896046604,70896046604,DUYA 6B WILTON,Decoracion,Duyas,SI,Pieza,,, $70.00 ,,,,,,52151600
10070896042009,10070896042009,DUYA 1 WILTON,Decoracion,Duyas,SI,Pieza,,, $45.00 ,,,,,,52151600
10070896042016,10070896042016,DUYA 2 WILTON,Decoracion,Duyas,SI,Pieza,,, $43.00 ,,,,,,52151600
24021,24021,DUYA 21 OZ,Decoracion,Duyas,SI,Pieza,,, $28.00 ,,,,,,52151600
24120,24120,DUYA NO20 RUSA CHICA FLOR 8 PETALOS,Decoracion,Duyas,SI,Pieza,,, $41.00 ,,,,,,52151600
2471,2471,DUYA 247 RUSA ATECO TULIPAN 5 PETALOS RASGADOS,Decoracion,Duyas,SI,Pieza,,, $60.00 ,,,,,,52151600
240210,240210,DUYA 1M OZ,Decoracion,Duyas,SI,Pieza,,, $52.00 ,,,,,,52151600
240-1019,240-1019,DUYA 1S OZ,Decoracion,Duyas,SI,Pieza,,, $38.00 ,,,,,,52151600
240-1,240-1,DUYA 1 OZ,Decoracion,Duyas,SI,Pieza,,, $32.00 ,,,,,,52151600
240-2,240-2,DUYA 2 OZ,Decoracion,Duyas,SI,Pieza,,, $32.00 ,,,,,,52151600
240-3,240-3,DUYA 3 OZ,Decoracion,Duyas,SI,Pieza,,, $32.00 ,,,,,,52151600
240-12,240-12,DUYA 12 OZ,Decoracion,Duyas,SI,Pieza,,, $32.00 ,,,,,,52151600
240-2001,240-2001,DUYA 2A OZ,Decoracion,Duyas,SI,Pieza,,, $52.00 ,,,,,,52151600
240-1001,240-1001,DUYA 1A OZ,Decoracion,Duyas,SI,Pieza,,, $36.00 ,,,,,,52151600
240-16,240-16,DUYA 16 OZ,Decoracion,Duyas,SI,Pieza,,, $32.00 ,,,,,,52151600
240-1005,240-1005,DUYA 1E OZ,Decoracion,Duyas,SI,Pieza,,, $56.00 ,,,,,,52151600
240-686,240-686,DUYA SAINT HONORE 1,Decoracion,Duyas,SI,Pieza,,, $45.00 ,,,,,,52151600
240-580,240-580,DUYA SAINT HONORE 2,Decoracion,Duyas,SI,Pieza,,, $45.00 ,,,,,,52151600
240-4400,240-4400,DUYA 4B OZ,Decoracion,Duyas,SI,Pieza,,, $51.00 ,,,,,,52151600
240-20,240-20,DUYA 20 OZ,Decoracion,Duyas,SI,Pieza,,, $32.00 ,,,,,,52151600
240-22,240-22,DUYA 22 OZ,Decoracion,Duyas,SI,Pieza,,, $32.00 ,,,,,,52151600
240-6600,240-6600,DUYA 6B OZ,Decoracion,Duyas,SI,Pieza,,, $52.00 ,,,,,,52151600
DA7,DA7,DUYA 7 TALLO,Decoracion,Duyas,SI,Pieza,,, $18.00 ,,,,,,48101817
4-2550,4-2550,BASE MONOPORCION DORADA 10.2X5.3CM 50PZ,Pastel,Bases,SI,Pieza,,, $94.00 ,,,,,,24112500
7501553425508,7501553425508,BASE MONOPORCION DORADA 10.2X5.3CM 10PZ,Pastel,Bases,SI,Pieza,,, $25.00 ,,,,,,24112500
4-2570,4-2570,BASE MONOPORCION DORADA 9.1X8.4CM 50PZ,Pastel,Bases,SI,Pieza,,, $94.00 ,,,,,,24112500
7501553425706,7501553425706,BASE MONOPORCION DORADA 9.1X8.4CM 10PZ,Pastel,Bases,SI,Pieza,,, $25.00 ,,,,,,24112500
666661680363,666661680363,BASE GIRATORIA GALLETAS CHERRY,Herramientas,Bases giratorias,SI,Pieza,,, $95.00 ,,,,,,48101817
4-2559,4-2559,BASE MONOPORCION PLATA Ø9CM 50PZ,Pastel,Bases,SI,Pieza,,, $94.00 ,,,,,,24112500
DPB000220,4895217121312,PLATO CARTON DORADO MONOP Ø9cm 25pz,Pastel,Bases,SI,Set,,, $51.00 ,,,,,,52151502
DPB000221,4895217121329,PLATO CARTON DORADO MONOP 13x13cm 25pz,Pastel,Bases,SI,Set,,, $51.00 ,,,,,,52151502
COT000457,4895217116592,BOTELLA DISPENSADORA PLAST BLANCA 6oz,Herramientas,Dispensador,SI,Pieza,,, $22.00 ,,,,,,52152000
COT000458,4895217116608,BOTELLA DISPENSADORA PLAST BLANCA 10oz,Herramientas,Dispensador,SI,Pieza,,, $26.00 ,,,,,,52152000
COT000460,4895217116622,BOTELLA DISPENSADORA PLAST BLANCA 18oz,Herramientas,Dispensador,SI,Pieza,,, $50.00 ,,,,,,52152000
7362377378902,7362377378902,BOTELLA DISPENSADORA 8OZ,Herramientas,Dispensador,SI,Pieza,,, $30.00 ,,,,,,52152002
7503022510890,7503022510890,BOTELLA DISPENSADORA 12OZ,Herramientas,Dispensador,SI,Pieza,,, $42.00 ,,,,,,48101912
7362,4895217116592,BOTELLA DISP PLAST BCA 6oz,Herramientas,Dispensador,SI,Pieza,,, $22.00 ,,,,,,52152000
TAB11663C,TAB11663C,BOTELLA TRANSPARENTE 16 OZ ARAVEN,Herramientas,Dispensador,SI,Pieza,,, $65.00 ,,,,,,52152000
ARA01381,ARA01381,DOSIFICADOR FINO 500ML ARAVEN,Herramientas,Dispensador,SI,Pieza,,, $75.00 ,,,,,,52152000
VOL3316-13191,VOL3316-13191,DISPENSADOR TAPA VERDE 16 OZ,Herramientas,Dispensador,SI,Pieza,,, $150.00 ,,,,,,52152000
8433801140385,8433801140385,BOTELLA DISPENSADORA 360ML DOBLE PUNTA,Herramientas,Dispensador,SI,Pieza,,, $45.00 ,,,,,,52152002
8991733003920,8991733003920,BOTELLA DISP JUMBO TAVOLA 32oz,Herramientas,Dispensador,SI,Pieza,,, $45.00 ,,,,,,24122001
8991733003890,8991733003890,BOTELLA DISP GRANDE TAVOLA 24oz,Herramientas,Dispensador,SI,Pieza,,, $35.00 ,,,,,,24122001
8991733003876,8991733003876,BOTELLA DISP MEDIANA TAVOLA 16oz,Herramientas,Dispensador,SI,Pieza,,, $32.00 ,,,,,,24122001
8991733003807,8991733003807,BOTELLA DISP CHICA TAVOLA 8oz,Herramientas,Dispensador,SI,Pieza,,, $25.00 ,,,,,,24122001
COT000459,4895217116615,BOTELLA DISP PLAST BCA13oz,Herramientas,Dispensador,SI,Pieza,,, $45.00 ,,,,,,52152000
COT000473,4895217116752,BOTELLA DISPENSADORA 3 BOQUILLAS BCA24oz,Herramientas,Dispensador,SI,Pieza,,, $55.00 ,,,,,,52152000
7362,4895217116592,BOTELLA DISP PLAST BCA 6oz,Herramientas,Dispensador,SI,Pieza,,, $22.00 ,,,,,,52152000
24-052,24-052,RACK ESPECIERO 7PZ,Accesorios,Dispensador,SI,Pieza,,, $152.00 ,,,,,,52151900
M2105-0348,M2105-0348,M COHETE,Accesorios,Dispensador,SI,Pieza,,, $110.00 ,,,,,,52151900
8002522510106,8002522510106,SEPARADOR DE CLARAS METATEX,Herramientas,Plasticos,SI,Pieza,,, $32.00 ,,,,,,52151629
TOL000998,4895217110149,"JGO MOLDE PLAST EMPANADA Ø6.5,7.5,8.5cMOLDE 3 pz",Moldes,Plasticos,SI,Set,,, $52.00 ,,,,,,52151903
TOL001011,4895217110859,JGO MOLDE PLAST CUERNO OREJA UNICORNIO 3 pz,Moldes,Plasticos,SI,Set,,, $33.00 ,,,,,,48101817
32-B822125,7501092401285,BOLSA NATURAL 8X22,Bolsas,Plasticos,SI,Pieza,,, $120.00 ,,,,,,24111503
DC-1,DC-1,COPLE STD DC1,Herramientas,Coples,SI,Pieza,,, $10.00 ,,,,,,48101817
TOL000858,4895217106906,ACOPLADOR PLAST PARA COMBINAR 3 COLORES,Herramientas,Coples,SI,Pieza,,, $23.00 ,,,,,,48101817
63-002,7501553630025,JGO HERRAMIENTAS PARA MODELADO 14PZAS,Herramientas,Fondant,SI,Set,,, $39.00 ,,,,,,48101817
TOL001029,4895217111528,JGO HERRAMIENTAS MODELADO ESFERAS 4pz,Herramientas,Fondant,SI,Set,,, $92.00 ,,,,,,48101817
63-000,7501553630001,JGO DE HERRAMIENTAS PARA MODELADO 8 PZAS,Herramientas,Fondant,SI,Set,,, $73.00 ,,,,,,48101817
TOL000860,4895217106920,PUNTA DE AGUJA PARA TRAZAR 12 cm,Herramientas,Utensilios,SI,Pieza,,, $20.00 ,,,,,,52151903
COT000416,4895217111313,JGO PINCEL MGO MADERA VINO 18cm 6 pz,Herramientas,Pinceles,SI,Set,,, $100.00 ,,,,,,48101817
COT000418,4895217111337,JGO PINCEL MGO MADERA ROJO 18cm 6 pz,Herramientas,Pinceles,SI,Set,,, $82.00 ,,,,,,48101817
COT000419,4895217111344,JGO PINCEL MGO MADERA AZUL 18cm 10 pz,Herramientas,Pinceles,SI,Set,,, $137.00 ,,,,,,48101817
PGW-810,812944006969,REJILLA P/ INSERTO (20X25 cm),Herramientas,Rejillas,SI,Pieza,,, $100.00 ,,,,,,52151614
070896159632,070896159632,MOLDE PARA CHOCOLATE CALABAZA C/2,Moldes,Chocolate,SI,Pieza,,, $170.00 ,,,,,,52151600
2115-1561,2115-1561,MOLDES PARA CHOCOLATE CONCHAS DE MAR,Moldes,Chocolate,SI,Pieza,,, $52.00 ,,,,,,52151600
2115-2111,2115-2111,MOLDE P/CHOCOLATE PIRATAS,Moldes,Chocolate,SI,Pieza,,, $55.00 ,,,,,,52151600
7508304497654,7508304497654,CHOCO ADITIVO ENCO 120G,Colorantes,Chocolate,SI,Pieza,,, $85.00 ,,,,,,50181709
020842094005,020842094005,CHOCO BLANCO 30.5% SICAO 1kg,Insumos,Chocolate,SI,Pieza,,, $460.00 ,,,,,,50161511
020842092933,20842092933,CHOCO AMARGO 70% SICAO 1kg,Insumos,Chocolate,SI,Pieza,,, $479.00 ,,,,,,50161511
020842092932,020842092932,CHOCO AMARGO 70% SICAO 500gr,Insumos,Chocolate,SI,Pieza,,, $240.00 ,,,,,,50161511
020842093305,020842093305,CHOCO SEMIAMARGO 52% SICAO 1kg ,Insumos,Chocolate,SI,Pieza,,, $395.00 ,,,,,,50161511
020842093306,020842093306,CHOCO SEMIAMARGO 52% SICAO 500gr,Insumos,Chocolate,SI,Pieza,,, $210.00 ,,,,,,50161511
20842109983,20842109983,CHOCO S/AZUCAR PASTILLA SICAO 1kg,Insumos,Chocolate,SI,Pieza,,, $540.00 ,,,,,,50161511
020842094487,020842094487,CHISPAS HORNEABLES SICAO 1kg,Insumos,Chocolate,SI,Pieza,,, $210.00 ,,,,,,50161813
20842094489,20842094489,CHISPAS HORNEABLES SICAO 250gr,Insumos,Chocolate,SI,Pieza,,, $65.00 ,,,,,,50161511
020842058311,020842058311,COCOA EN POLVO SICAO 1kg,Insumos,Cocoa,SI,Pieza,,, $320.00 ,,,,,,50161511
20842111081,20842111061,COBERTURA CHOCO BLANCO CUBETA SICAO 4kg,Insumos,Chocolate,SI,Pieza,,, $475.00 ,,,,,,50161511
20842111082,20842111082,COBERTURA CHOCO BLANCO SICAO 500gr ,Insumos,Chocolate,SI,Pieza,,, $65.00 ,,,,,,50161511
20842093923,20842093923,GRANILLO DE CHOCOLATE BLANCO SICAO 1kg,Insumos,Chocolate,SI,Pieza,,, $245.00 ,,,,,,50161511
HG00923,HG00923,GRANILLO DE CHOCOLATE BLANCO SICAO 100gr,Insumos,Chocolate,SI,Pieza,,, $35.00 ,,,,,,50161511
20842093817,20842093817,GRANILLO DE CHOCOLATE SEMIAMARGO SICAO 1kg,Insumos,Chocolate,SI,Pieza,,, $260.00 ,,,,,,50161511
HG00817,HG00817,GRANILLO DE CHOCOLATE SEMIAMARGO SICAO 100gr,Insumos,Chocolate,SI,Pieza,,, $30.00 ,,,,,,50161511
ISMEZ0002005,ISMEZ0002005,SUCEDANEO CHOCO LECHE CALLETS 10kg,Insumos,Chocolate,SI,Caja,,," $1,380.00 ",,,,,,50161511
020842094982,20842094982,CHISPAS SEMIAMARGO SICAO 500gr ,Insumos,Chocolate,SI,Pieza,,, $115.00 ,,,,,,50161511
020842094753,020842094753,CHISPAS BLANCO SICAO 500gr ,Insumos,Chocolate,SI,Pieza,,, $115.00 ,,,,,,50161511
ISMDR0002022,20842094913,CHISPAS LECHE SICAO 500gr ,Insumos,Chocolate,SI,Pieza,,, $115.00 ,,,,,,50161511
PHG000013,PHG000013,SUCEDANEO SICAO SEMIAMARGO 250gr,Insumos,Chocolate,SI,Pieza,,, $40.00 ,,,,,,50161511
PHG000014,PHG000014,SUCEDANEO SICAO BLANCO 500gr,Insumos,Chocolate,SI,Pieza,,, $75.00 ,,,,,,50161511
PHG000015,PHG000015,SUCEDANEO SICAO BLANCO 250gr,Insumos,Chocolate,SI,Pieza,,, $40.00 ,,,,,,50161511
PHG000001,PHG000001,SUCEDANEO SICAO LECHE 500gr,Insumos,Chocolate,SI,Pieza,,, $75.00 ,,,,,,50161511
020842100560,20842099963,BASTON CHOCO AMARGO 2kg SICAO,Insumos,Chocolate,SI,Pieza,,, $735.00 ,,,,,,50161511
PHG000016,PHG000016,BASTON AMARGO SICAO 500gr,Insumos,Chocolate,SI,Pieza,,, $205.00 ,,,,,,50161511
